Product,Profile,Reason,Share
Ment 2-Step,Pro,p1_time_abandon,0.052
Ment 2-Step,Pro,p1_rule_violation,0.002
Ment 2-Step,Pro,funded_rule_violation,0.001
Ment 2-Step,Pro,p2_rule_violation,0.002
Ment 2-Step,Semi-skilled,funded_kyc_drop,0.046
Ment 2-Step,Semi-skilled,p1_max_dd,0.365
Ment 2-Step,Semi-skilled,p2_time_abandon,0.038
Ment 2-Step,Semi-skilled,p2_max_dd,0.138
Ment 2-Step,Semi-skilled,post_m1,0.104
Ment 2-Step,Semi-skilled,p1_time_abandon,0.103
Ment 2-Step,Semi-skilled,funded_max_dd,0.03
Ment 2-Step,Semi-skilled,funded_time_abandon,0.012
Ment 2-Step,Semi-skilled,post_m3,0.046
Ment 2-Step,Semi-skilled,post_m12,0.024
Ment 2-Step,Semi-skilled,p1_rule_violation,0.008
Ment 2-Step,Semi-skilled,funded_rule_violation,0.001
Ment 2-Step,Semi-skilled,p2_rule_violation,0.002
Ment 2-Step,Average,p1_time_abandon,0.13
Ment 2-Step,Average,p1_max_dd,0.666
Ment 2-Step,Average,p2_max_dd,0.087
Ment 2-Step,Average,post_m1,0.012
Ment 2-Step,Average,funded_max_dd,0.01
Ment 2-Step,Average,p2_time_abandon,0.017
Ment 2-Step,Average,p1_rule_violation,0.014
Ment 2-Step,Average,p1_daily_dd,0.024
Ment 2-Step,Average,post_m3,0.007
Ment 2-Step,Average,funded_kyc_drop,0.008
Ment 2-Step,Average,post_m12,0.003
Ment 2-Step,Average,p2_daily_dd,0.003
Ment 2-Step,Average,funded_time_abandon,0.004
Ment 2-Step,Average,p2_rule_violation,0.004
Ment 2-Step,Average,funded_daily_dd,0.001
Ment 2-Step,Aggressive,p1_daily_dd,0.881
Ment 2-Step,Aggressive,p2_daily_dd,0.01
Ment 2-Step,Aggressive,p1_max_dd,0.108
Ment 2-Step,Aggressive,p1_time_abandon,0.001
Ment 2-Step,Lottery,p1_max_dd,0.241
Ment 2-Step,Lottery,p1_daily_dd,0.757
Ment 2-Step,Lottery,p1_rule_violation,0.001
Ment 2-Step,Lottery,p2_daily_dd,0.001
BG Instant,Pro,p1_max_dd,0.153
BG Instant,Pro,post_m12,0.079
BG Instant,Pro,post_m1,0.301
BG Instant,Pro,post_m3,0.153
BG Instant,Pro,p1_time_abandon,0.074
BG Instant,Pro,p1_rule_violation,0.006
BG Instant,Pro,p1_daily_dd,0.001
BG Instant,Semi-skilled,p1_time_abandon,0.1
BG Instant,Semi-skilled,post_m1,0.234
BG Instant,Semi-skilled,p1_max_dd,0.325
BG Instant,Semi-skilled,post_m12,0.065
BG Instant,Semi-skilled,post_m3,0.087
BG Instant,Semi-skilled,p1_rule_violation,0.003
BG Instant,Semi-skilled,p1_daily_dd,0.002
BG Instant,Average,p1_time_abandon,0.129
BG Instant,Average,post_m12,0.022
BG Instant,Average,p1_max_dd,0.665
BG Instant,Average,p1_daily_dd,0.039
BG Instant,Average,post_m1,0.065
BG Instant,Average,post_m3,0.02
BG Instant,Average,p1_rule_violation,0.007
BG Instant,Aggressive,p1_daily_dd,0.8
BG Instant,Aggressive,p1_max_dd,0.195
BG Instant,Aggressive,p1_time_abandon,0.002
BG Instant,Aggressive,p1_rule_violation,0.003
BG Instant,Lottery,p1_max_dd,0.523
BG Instant,Lottery,p1_daily_dd,0.477
