Firm,Plan,Family,Size,List,Sale,Discount,Off,P_pay,E_payout,E_cost,BE,px_20,px_40,px_60,sale_m,list_m,Refund,Product
Verodus,2-Step Pro,2-step,25000,131.0,85.0,VERO35,0.35114503816793896,0.11998,33.135586855594575,43.33388685559457,37.65322021726163,47.06652527157703,62.75536702876938,94.13305054315406,0.49018956640476974,0.6270765888885911,first,Verodus 2-Step Pro
Verodus,2-Step Pro,2-step,50000,250.0,163.0,VERO35,0.348,0.11998,66.27117371118915,85.82791371118915,75.30644043452325,94.13305054315406,125.51073405753876,188.2661010863081,0.47344838213994384,0.6149353051552434,first,Verodus 2-Step Pro
Verodus,2-Step Pro,2-step,100000,455.0,296.0,VERO35,0.34945054945054943,0.11998,132.5423474223783,168.0564274223783,150.6128808690465,188.2661010863081,251.0214681150775,376.5322021726162,0.4322417992487219,0.5887181375332345,first,Verodus 2-Step Pro
Verodus,2-Step Pro,2-step,200000,887.0,577.0,VERO35,0.3494926719278467,0.11998,265.0846948447566,334.3131548447566,301.225761738093,376.5322021726162,502.042936230155,753.0644043452324,0.42060111812000595,0.5811646506823488,first,Verodus 2-Step Pro
FTMO,1-Step,1-step,10000,92.0,92.0,—,0.0,0.13508,26.4979661725199,26.4979661725199,26.4979661725199,33.12245771564987,44.16327695419983,66.24491543129975,0.7119786285595664,0.7119786285595664,none,FTMO 1-Step
FTMO,1-Step,1-step,25000,231.0,231.0,—,0.0,0.13508,66.24491543129975,66.24491543129975,66.24491543129975,82.80614428912467,110.40819238549958,165.61228857824935,0.7132254743233777,0.7132254743233777,none,FTMO 1-Step
FTMO,1-Step,1-step,50000,370.0,370.0,—,0.0,0.13508,132.4898308625995,132.4898308625995,132.4898308625995,165.61228857824935,220.81638477099915,331.2245771564987,0.6419193760470284,0.6419193760470284,none,FTMO 1-Step
FTMO,1-Step,1-step,100000,579.0,579.0,—,0.0,0.13508,264.979661725199,264.979661725199,264.979661725199,331.2245771564987,441.6327695419983,662.4491543129974,0.5423494616145096,0.5423494616145096,none,FTMO 1-Step
FTMO,1-Step,1-step,200000,1159.0,1159.0,—,0.0,0.13508,529.959323450398,529.959323450398,529.959323450398,662.4491543129974,883.2655390839966,1324.8983086259948,0.5427443283430561,0.5427443283430561,none,FTMO 1-Step
FTMO,2-Step,2-step,10000,103.0,103.0,—,0.0,0.12748,9.170413495192347,22.30085349519235,10.510261650383198,13.137827062978996,17.517102750638664,26.275654125957992,0.7834868592699773,0.7834868592699773,first,FTMO 2-Step
FTMO,2-Step,2-step,25000,290.0,290.0,—,0.0,0.12748,22.92603373798087,59.895233737980874,26.275654125957995,32.84456765744749,43.79275687659666,65.68913531489498,0.7934647112483418,0.7934647112483418,first,FTMO 2-Step
FTMO,2-Step,2-step,50000,400.0,400.0,—,0.0,0.12748,45.85206747596174,96.84406747596174,52.55130825191599,65.68913531489498,87.58551375319333,131.37827062978997,0.7578898313100956,0.7578898313100956,first,FTMO 2-Step
FTMO,2-Step,2-step,100000,626.0,626.0,—,0.0,0.12748,91.70413495192348,171.5066149519235,105.10261650383198,131.37827062978997,175.17102750638665,262.75654125957993,0.7260277716422947,0.7260277716422947,first,FTMO 2-Step
FTMO,2-Step,2-step,200000,1253.0,1253.0,—,0.0,0.12748,183.40826990384696,343.140709903847,210.20523300766396,262.75654125957993,350.3420550127733,525.5130825191599,0.7261446848333224,0.7261446848333224,first,FTMO 2-Step
FundedNext,Stellar 1-Step,1-step,6000,66.0,66.0,—,0.0,0.14278,6.813636234185176,10.111854234185175,7.17204483049974,8.965056038124674,11.9534080508329,17.930112076249348,0.8467900873608307,0.8467900873608307,fourth,FN Stellar 1-Step
FundedNext,Stellar 1-Step,1-step,15000,130.0,130.0,—,0.0,0.14278,17.03409058546294,23.530580585462943,17.93011207624935,22.412640095311687,29.883520127082253,44.825280190623374,0.8189955339579774,0.8189955339579774,fourth,FN Stellar 1-Step
FundedNext,Stellar 1-Step,1-step,25000,220.0,220.0,—,0.0,0.14278,28.39015097577157,39.384210975771566,29.883520127082253,37.35440015885281,49.805866878470425,74.70880031770562,0.8209808592010384,0.8209808592010384,fourth,FN Stellar 1-Step
FundedNext,Stellar 1-Step,1-step,50000,330.0,330.0,—,0.0,0.14278,56.78030195154314,73.27139195154314,59.767040254164506,74.70880031770562,99.61173375694085,149.41760063541125,0.7779654789347178,0.7779654789347178,fourth,FN Stellar 1-Step
FundedNext,Stellar 1-Step,1-step,100000,570.0,570.0,—,0.0,0.14278,113.56060390308627,142.04521390308628,119.53408050832901,149.41760063541125,199.2234675138817,298.8352012708225,0.7507978703454626,0.7507978703454626,fourth,FN Stellar 1-Step
FundedNext,Stellar 1-Step,1-step,200000,1100.0,1100.0,—,0.0,0.14278,227.12120780617255,282.09150780617256,239.06816101665802,298.8352012708225,398.4469350277634,597.670402541645,0.7435531747216613,0.7435531747216613,fourth,FN Stellar 1-Step
FundedNext,Stellar 2-Step,2-step,6000,66.0,66.0,—,0.0,0.12866000000000002,5.432648178169299,13.924208178169302,6.234820136995087,7.793525171243859,10.391366894991812,15.587050342487718,0.7890271488156166,0.7890271488156166,first,FN Stellar 2-Step
FundedNext,Stellar 2-Step,2-step,15000,130.0,130.0,—,0.0,0.12866000000000002,13.581620445423248,30.30742044542325,15.587050342487718,19.483812928109646,25.97841723747953,38.96762585621929,0.7668659965736673,0.7668659965736673,first,FN Stellar 2-Step
FundedNext,Stellar 2-Step,2-step,25000,220.0,220.0,—,0.0,0.12866000000000002,22.636034075705414,50.941234075705424,25.97841723747953,32.47302154684941,43.297362062465886,64.94604309369882,0.7684489360195207,0.7684489360195207,first,FN Stellar 2-Step
FundedNext,Stellar 2-Step,2-step,50000,330.0,330.0,—,0.0,0.12866000000000002,45.27206815141083,87.72986815141084,51.95683447495906,64.94604309369882,86.59472412493177,129.89208618739764,0.7341519146926945,0.7341519146926945,first,FN Stellar 2-Step
FundedNext,Stellar 2-Step,2-step,100000,550.0,550.0,—,0.0,0.12866000000000002,90.54413630282166,161.30713630282168,103.91366894991812,129.89208618739764,173.18944824986355,259.7841723747953,0.7067142976312333,0.7067142976312333,first,FN Stellar 2-Step
FundedNext,Stellar 2-Step,2-step,200000,1100.0,1100.0,—,0.0,0.12866000000000002,181.0882726056433,322.61427260564335,207.82733789983624,259.7841723747953,346.3788964997271,519.5683447495906,0.7067142976312333,0.7067142976312333,first,FN Stellar 2-Step
