Plan,Size,N,Addon,Key,Live_pct,Sug_pct,List,Sale,Sticker,Net,Attach,Extra,Left,E_left,E_rev,Book_left,Book_rev,Sug_sticker,Sug_left,Sug_e_left,Sug_book_left,Challenge_left,E_used
2-Step Pro,5000,6,Weekly 70% split,weekly,0.06,0.06,69,45,4,2.6,0.12,0.3313558685559458,1.7486441314440544,0.20983729577328653,0.312,1.259023774639719,1.8719999999999999,4,1.7486441314440544,0.20983729577328653,1.259023774639719,5.612847612342026,6.627117371118915
2-Step Pro,5000,6,On-demand 90% split,ondemand,0.2,0.2,69,45,14,9.1,0.16,0.8283896713898644,6.451610328610136,1.0322576525776217,1.456,6.19354591546573,8.736,14,6.451610328610136,1.0322576525776217,6.19354591546573,5.612847612342026,6.627117371118915
2-Step Pro,10000,12,News trading,news,0.15,0.15,91,59,14,9.1,0.28,0.2650846948447566,7.0149153051552435,1.9641762854434683,2.548,23.57011542532162,30.576,14,7.0149153051552435,1.9641762854434683,23.57011542532162,7.9758653533870785,13.25423474223783
2-Step Pro,10000,12,Weekend holding,weekend,0.18,0.18,91,59,16,10.4,0.2,0.5301693896895132,7.789830610310487,1.5579661220620975,2.08,18.69559346474517,24.96,16,7.789830610310487,1.5579661220620975,18.69559346474517,7.9758653533870785,13.25423474223783
2-Step Pro,10000,12,Weekly 70% split,weekly,0.06,0.06,91,59,5,3.25,0.12,0.6627117371118916,1.9372882628881085,0.23247459154657302,0.39,2.789695098558876,4.68,5,1.9372882628881085,0.23247459154657302,2.789695098558876,7.9758653533870785,13.25423474223783
2-Step Pro,10000,12,On-demand 90% split,ondemand,0.2,0.2,91,59,18,11.700000000000001,0.16,1.6567793427797288,7.703220657220273,1.2325153051552438,1.872,14.790183661862926,22.464000000000002,18,7.703220657220273,1.2325153051552438,14.790183661862926,7.9758653533870785,13.25423474223783
2-Step Pro,25000,16,News trading,news,0.15,0.15,146,95,22,14.3,0.28,0.6627117371118915,10.77728826288811,3.017640713608671,4.0040000000000004,48.282251417738735,64.06400000000001,22,10.77728826288811,3.017640713608671,48.282251417738735,10.264918576522234,33.135586855594575
2-Step Pro,25000,16,Weekend holding,weekend,0.18,0.18,146,95,26,16.900000000000002,0.2,1.325423474223783,12.19457652577622,2.4389153051552444,3.380000000000001,39.02264488248391,54.08000000000001,26,12.19457652577622,2.4389153051552444,39.02264488248391,10.264918576522234,33.135586855594575
2-Step Pro,25000,16,Weekly 70% split,weekly,0.06,0.06,146,95,9,5.8500000000000005,0.12,1.6567793427797288,3.023220657220272,0.3627864788664326,0.7020000000000001,5.804583661862922,11.232000000000001,9,3.023220657220272,0.3627864788664326,5.804583661862922,10.264918576522234,33.135586855594575
2-Step Pro,25000,16,On-demand 90% split,ondemand,0.2,0.2,146,95,29,18.85,0.16,4.141948356949322,10.938051643050681,1.750088262888109,3.0160000000000005,28.001412206209743,48.25600000000001,29,10.938051643050681,1.750088262888109,28.001412206209743,10.264918576522234,33.135586855594575
